datetime,holiday,workingday,atemp,humidity,windspeed,casual,registered,count,rainyday,ideal,sticky,peak,temp(difference),discomfort_index,hour_0,hour_1,hour_2,hour_3,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,hw_0,hw_1,hw_2,hw_3,hw_5,hw_6,hw_7,hw_8,hw_9,hw_10,hw_11,hw_12,hw_13,hw_14,hw_15,hw_16,hw_17,hw_18,hw_19,hw_20,hw_21,hw_22,hw_23,year_2012,dayofweek_0,dayofweek_2,dayofweek_3,dayofweek_4,dayofweek_5,dayofweek_6,season_2,season_3,season_4,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
2011-08-12 05:00:00,0,1,0.6779281798858933,0.56,0.058730784391013036,2,24,26,0,0,0,0,0.050977877524847726,0.6754217382020072,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-12 06:00:00,0,1,0.6779281798858933,0.5,0.058730784391013036,3,73,76,0,0,0,0,0.07726835524206477,0.685244501387999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-12 07:00:00,0,1,0.6779281798858933,0.44,0.09801602943108662,17,247,264,0,0,0,0,0.10355883295928181,0.6931454196028187,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-12 08:00:00,0,1,0.694932319051348,0.39,0.17645513073183552,29,397,426,0,0,0,1,0.13177300416800256,0.7226137091607944,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-12 09:00:00,0,1,0.711824588880188,0.34,0.058730784391013036,27,178,205,0,0,0,0,0.1599871753767233,0.7486653854366861,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-12 10:00:00,0,1,0.711824588880188,0.33,0.01957692813033768,44,86,130,0,0,0,0,0.18627765309394034,0.7653213751868458,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-12 11:00:00,0,1,0.7288287280456427,0.29,0.13644183173853505,48,108,156,0,0,0,0,0.18820134658544405,0.7710869101003631,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-12 12:00:00,0,1,0.7627251370399374,0.27,0.13644183173853505,55,167,222,0,0,0,1,0.1923693491503687,0.8016228913089899,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-12 13:00:00,0,1,0.7457209978744826,0.29,0.0,74,179,253,0,0,0,1,0.190445655658865,0.7903053598120863,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-12 14:00:00,0,1,0.7627251370399374,0.29,0.13716988569176194,51,135,186,0,0,0,0,0.1923693491503687,0.8095238095238096,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-12 15:00:00,0,1,0.7627251370399374,0.29,0.09801602943108662,59,190,249,0,0,0,0,0.1923693491503687,0.8095238095238096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-12 16:00:00,0,1,0.7796174068687771,0.28,0.13644183173853505,68,266,334,0,0,0,0,0.19461365822378968,0.8246850309630579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-12 17:00:00,0,1,0.7796174068687771,0.26,0.13644183173853505,93,423,516,0,0,0,1,0.19461365822378968,0.8165705744181081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-12 18:00:00,0,1,0.7457209978744826,0.4,0.27447116016292217,89,376,465,0,0,0,1,0.16415517794164797,0.80995088618407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-12 19:00:00,0,1,0.7288287280456427,0.42,0.17645513073183552,101,284,385,0,0,0,0,0.161910868868227,0.7954302797352125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-12 20:00:00,0,1,0.711824588880188,0.42,0.17645513073183552,77,210,287,0,0,0,0,0.1599871753767233,0.7740764467221867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-12 21:00:00,0,1,0.711824588880188,0.48,0.058730784391013036,73,153,226,0,0,0,0,0.13369669765950626,0.7706598334401024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-12 22:00:00,0,1,0.694932319051348,0.51,0.13644183173853505,74,157,231,0,0,0,0,0.13177300416800256,0.7567798419816357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-12 23:00:00,0,1,0.694932319051348,0.51,0.13644183173853505,51,100,151,0,0,0,0,0.13177300416800256,0.7567798419816357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-13 00:00:00,0,0,0.694932319051348,0.51,0.01957692813033768,15,69,84,0,0,0,0,0.13177300416800256,0.7567798419816357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-13 01:00:00,0,0,0.694932319051348,0.5700000000000001,0.0,13,64,77,0,0,0,0,0.13177300416800256,0.7736493700619261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-13 02:00:00,0,0,0.694932319051348,0.5700000000000001,0.13644183173853505,16,58,74,0,0,0,0,0.13177300416800256,0.7736493700619261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-13 03:00:00,0,0,0.6779281798858933,0.65,0.058730784391013036,9,18,27,0,0,0,0,0.12984931067649888,0.7710869101003631,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-13 04:00:00,0,0,0.6610359100570533,0.73,0.058730784391013036,5,5,10,0,0,0,0,0.12760500160307792,0.7655349135169763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-13 05:00:00,0,0,0.6610359100570533,0.73,0.01957692813033768,3,15,18,0,0,0,0,0.12760500160307792,0.7655349135169763,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-13 06:00:00,0,0,0.6610359100570533,0.73,0.0,3,19,22,0,0,0,0,0.12760500160307792,0.7655349135169763,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-13 07:00:00,0,0,0.6779281798858933,0.74,0.13716988569176194,10,34,44,0,0,0,0,0.12984931067649888,0.7950032030749518,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-13 08:00:00,0,0,0.711824588880188,0.65,0.09801602943108662,28,90,118,0,0,0,0,0.13369669765950626,0.8219090326713646,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-13 09:00:00,0,0,0.7288287280456427,0.74,0.09801602943108662,70,138,208,0,0,0,0,0.10932991343379289,0.8490284005979073,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-13 10:00:00,0,0,0.7627251370399374,0.74,0.17645513073183552,97,163,260,0,0,0,1,0.08720743828150049,0.8761477685244502,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-13 11:00:00,0,0,0.7627251370399374,0.7000000000000001,0.13716988569176194,122,192,314,0,0,1,1,0.11349791599871756,0.8896006833226565,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-13 12:00:00,0,0,0.6440317708915986,0.89,0.09801602943108662,175,246,421,0,0,0,1,0.17826226354600833,0.8349348708093102,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-13 13:00:00,0,0,0.7796174068687771,0.74,0.31375640520299575,61,92,153,0,0,1,1,0.08945174735492145,0.9030535981208626,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-13 14:00:00,0,0,0.7627251370399374,0.7000000000000001,0.21560898699251088,113,146,259,0,0,1,1,0.11349791599871756,0.8896006833226565,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-13 15:00:00,0,0,0.694932319051348,0.79,0.3529102614636711,150,208,358,1,0,0,1,0.13177300416800256,0.8362161007900918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-13 16:00:00,0,0,0.7288287280456427,0.74,0.25489423203258443,148,133,281,0,0,0,1,0.10932991343379289,0.8490284005979073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-13 17:00:00,0,0,0.7627251370399374,0.74,0.21560898699251088,97,172,269,0,0,0,1,0.08720743828150049,0.8761477685244502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-13 18:00:00,0,0,0.7288287280456427,0.74,0.17645513073183552,123,169,292,0,0,0,1,0.10932991343379289,0.8490284005979073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-13 19:00:00,0,0,0.694932319051348,0.79,0.25489423203258443,67,170,237,0,0,0,1,0.13177300416800256,0.8362161007900918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-13 20:00:00,0,0,0.694932319051348,0.8300000000000001,0.17645513073183552,78,105,183,0,0,0,0,0.13177300416800256,0.8475336322869956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-13 21:00:00,0,0,0.694932319051348,0.8300000000000001,0.3921955065037446,40,127,167,0,0,0,0,0.13177300416800256,0.8475336322869956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-13 22:00:00,0,0,0.694932319051348,0.8300000000000001,0.3921955065037446,36,118,154,0,0,0,0,0.13177300416800256,0.8475336322869956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-13 23:00:00,0,0,0.6610359100570533,0.8300000000000001,0.31375640520299575,25,95,120,0,0,0,0,0.15389547932029496,0.8189194960495408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-14 00:00:00,0,0,0.6610359100570533,0.8300000000000001,0.27447116016292217,19,71,90,1,0,0,0,0.15389547932029496,0.8189194960495408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-14 01:00:00,0,0,0.6271395010627586,0.89,0.17645513073183552,16,57,73,1,0,0,0,0.17633857005450465,0.8054665812513347,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-14 02:00:00,0,0,0.6271395010627586,0.89,0.17645513073183552,13,49,62,1,0,0,0,0.17633857005450465,0.8054665812513347,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-14 03:00:00,0,0,0.610135361897304,0.9400000000000001,0.21560898699251088,5,22,27,0,0,0,0,0.20070535428021802,0.8178518043988897,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-14 04:00:00,0,0,0.610135361897304,0.9400000000000001,0.13716988569176194,1,2,3,1,0,0,0,0.20070535428021802,0.8178518043988897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-14 05:00:00,0,0,0.610135361897304,0.9400000000000001,0.09801602943108662,1,9,10,0,0,0,0,0.20070535428021802,0.8178518043988897,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-14 06:00:00,0,0,0.610135361897304,0.9400000000000001,0.01957692813033768,2,4,6,0,0,0,0,0.20070535428021802,0.8178518043988897,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-14 07:00:00,0,0,0.6440317708915986,0.89,0.13716988569176194,4,20,24,0,0,0,0,0.17826226354600833,0.8349348708093102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-14 08:00:00,0,0,0.6440317708915986,0.89,0.25489423203258443,20,21,41,0,0,0,0,0.17826226354600833,0.8349348708093102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-14 09:00:00,0,0,0.6440317708915986,0.89,0.25489423203258443,27,76,103,1,0,0,0,0.17826226354600833,0.8349348708093102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-14 10:00:00,0,0,0.7288287280456427,0.79,0.17645513073183552,67,116,183,0,0,0,1,0.10932991343379289,0.8641896220371558,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-14 11:00:00,0,0,0.7288287280456427,0.79,0.13716988569176194,81,117,198,0,0,0,1,0.10932991343379289,0.8641896220371558,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-14 12:00:00,0,0,0.7288287280456427,0.79,0.17645513073183552,98,183,281,0,0,0,1,0.10932991343379289,0.8641896220371558,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-14 13:00:00,0,0,0.7627251370399374,0.74,0.21560898699251088,144,233,377,0,0,0,1,0.08720743828150049,0.8761477685244502,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-14 14:00:00,0,0,0.7627251370399374,0.7000000000000001,0.13716988569176194,126,244,370,0,0,1,1,0.11349791599871756,0.8896006833226565,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-14 15:00:00,0,0,0.7627251370399374,0.66,0.13716988569176194,128,203,331,0,0,1,1,0.11349791599871756,0.8761477685244502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-14 16:00:00,0,0,0.7627251370399374,0.66,0.09801602943108662,116,176,292,0,0,1,1,0.11349791599871756,0.8761477685244502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-14 17:00:00,0,0,0.7796174068687771,0.62,0.058730784391013036,133,196,329,0,0,1,1,0.1157422250721385,0.8876788383514841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-14 18:00:00,0,0,0.7627251370399374,0.66,0.09801602943108662,125,222,347,0,0,1,1,0.11349791599871756,0.8761477685244502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-14 19:00:00,0,0,0.7627251370399374,0.74,0.17645513073183552,75,184,259,0,0,0,1,0.08720743828150049,0.8761477685244502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-14 20:00:00,0,0,0.7288287280456427,0.84,0.09801602943108662,67,126,193,0,0,0,0,0.10932991343379289,0.879137305146274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-14 21:00:00,0,0,0.5932430920684639,0.88,0.5293653921955066,51,104,155,1,0,0,0,0.17249118307149727,0.74396754217382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-14 22:00:00,0,0,0.5932430920684639,0.88,0.5293653921955066,14,25,39,1,0,0,0,0.17249118307149727,0.74396754217382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
