,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,year,month,day,hour,dayofweek,discomfort_index,peak,temp(difference),ideal,sticky,rainyday,temp_scaled,h_0,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8,h_9,h_10,h_11,h_12,h_13,h_14,h_15,h_16,h_17,h_18,h_19,h_20,h_21,h_22,h_23,hw_0,hw_1,hw_2,hw_3,hw_4,hw_5,hw_6,hw_7,hw_8,hw_9,hw_10,hw_11,hw_12,hw_13,hw_14,hw_15,hw_16,hw_17,hw_18,hw_19,hw_20,hw_21,hw_22,hw_23
2854,2011-07-07 20:00:00,fall,0,1,1,31.16,35.605,58,23.9994,61,224,285,0,7,7,20,Thursday,81.14,0,-4.44,0,0,0,0.7551020408163265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2855,2011-07-07 21:00:00,fall,0,1,1,30.34,34.09,62,11.0014,39,170,209,0,7,7,21,Thursday,80.63,0,-3.75,0,1,0,0.7346938775510204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2856,2011-07-07 22:00:00,fall,0,1,1,30.34,34.09,62,11.0014,32,150,182,0,7,7,22,Thursday,80.63,0,-3.75,0,1,0,0.7346938775510204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2857,2011-07-07 23:00:00,fall,0,1,1,29.52,34.09,66,12.960873835125334,31,98,129,0,7,7,23,Thursday,80.06,0,-4.57,0,0,0,0.7142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2858,2011-07-08 00:00:00,fall,0,1,1,30.34,34.85,66,7.0015,6,41,47,0,7,8,0,Friday,81.26,0,-4.51,0,1,0,0.7346938775510204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2859,2011-07-08 01:00:00,fall,0,1,1,29.52,34.85,79,12.960873835125334,9,25,34,0,7,8,1,Friday,82.0,0,-5.33,0,0,0,0.7142857142857143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2860,2011-07-08 02:00:00,fall,0,1,2,28.7,33.335,74,11.0014,10,12,22,0,7,8,2,Friday,79.99,0,-4.64,0,0,0,0.6938775510204082,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2861,2011-07-08 03:00:00,fall,0,1,1,27.88,31.82,79,7.0015,2,4,6,0,7,8,3,Friday,79.39,0,-3.94,0,0,0,0.673469387755102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2862,2011-07-08 04:00:00,fall,0,1,1,28.7,33.335,79,16.9979,7,4,11,0,7,8,4,Friday,80.7,0,-4.64,0,0,0,0.6938775510204082,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2863,2011-07-08 05:00:00,fall,0,1,1,27.88,31.82,79,16.9979,3,24,27,0,7,8,5,Friday,79.39,0,-3.94,0,0,0,0.673469387755102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2864,2011-07-08 06:00:00,fall,0,1,1,28.7,33.335,74,7.0015,11,91,102,0,7,8,6,Friday,79.99,0,-4.64,0,0,0,0.6938775510204082,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2865,2011-07-08 07:00:00,fall,0,1,2,28.7,33.335,79,12.998,30,302,332,0,7,8,7,Friday,80.7,0,-4.64,0,0,0,0.6938775510204082,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2866,2011-07-08 08:00:00,fall,0,1,2,29.52,34.85,74,16.9979,36,421,457,0,7,8,8,Friday,81.26,1,-5.33,0,0,0,0.7142857142857143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2867,2011-07-08 09:00:00,fall,0,1,2,31.16,36.365,70,19.9995,30,211,241,0,7,8,9,Friday,83.12,0,-5.21,0,1,0,0.7551020408163265,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2868,2011-07-08 10:00:00,fall,0,1,2,30.34,34.85,70,23.9994,30,108,138,0,7,8,10,Friday,81.89,0,-4.51,0,1,0,0.7346938775510204,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2869,2011-07-08 11:00:00,fall,0,1,2,30.34,35.605,74,16.9979,61,104,165,0,7,8,11,Friday,82.52,0,-5.26,0,1,0,0.7346938775510204,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2870,2011-07-08 12:00:00,fall,0,1,2,31.16,36.365,70,19.0012,49,164,213,0,7,8,12,Friday,83.12,1,-5.21,0,1,0,0.7551020408163265,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2871,2011-07-08 13:00:00,fall,0,1,2,31.98,37.88,66,19.0012,54,175,229,0,7,8,13,Friday,83.66,1,-5.9,0,1,0,0.7755102040816326,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2872,2011-07-08 14:00:00,fall,0,1,2,32.8,39.395,63,23.9994,53,163,216,0,7,8,14,Friday,84.32,0,-6.6,0,1,0,0.7959183673469387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2873,2011-07-08 15:00:00,fall,0,1,2,32.8,39.395,63,23.9994,39,102,141,0,7,8,15,Friday,84.32,0,-6.6,0,1,0,0.7959183673469387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2874,2011-07-08 16:00:00,fall,0,1,3,27.88,31.82,83,30.0026,27,105,132,0,7,8,16,Friday,79.92,0,-3.94,0,0,1,0.673469387755102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2875,2011-07-08 17:00:00,fall,0,1,3,27.06,29.545,89,30.0026,6,161,167,0,7,8,17,Friday,79.33,1,-2.49,0,0,1,0.6530612244897959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2876,2011-07-08 18:00:00,fall,0,1,1,27.06,30.305,83,6.0032,35,281,316,0,7,8,18,Friday,78.58,1,-3.25,0,0,0,0.6530612244897959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2877,2011-07-08 19:00:00,fall,0,1,1,27.06,30.305,83,6.0032,45,225,270,0,7,8,19,Friday,78.58,0,-3.25,0,0,0,0.6530612244897959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2878,2011-07-08 20:00:00,fall,0,1,1,27.06,30.305,83,11.0014,30,220,250,0,7,8,20,Friday,78.58,0,-3.25,0,0,0,0.6530612244897959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2879,2011-07-08 21:00:00,fall,0,1,2,27.06,30.305,83,16.9979,46,158,204,0,7,8,21,Friday,78.58,0,-3.25,0,0,0,0.6530612244897959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2880,2011-07-08 22:00:00,fall,0,1,2,27.06,30.305,78,12.998,33,136,169,0,7,8,22,Friday,77.96,0,-3.25,0,0,0,0.6530612244897959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2881,2011-07-08 23:00:00,fall,0,1,2,27.06,30.305,78,6.0032,40,111,151,0,7,8,23,Friday,77.96,0,-3.25,0,0,0,0.6530612244897959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2882,2011-07-09 00:00:00,fall,0,0,2,27.06,30.305,83,8.9981,31,90,121,0,7,9,0,Saturday,78.58,0,-3.25,0,0,0,0.6530612244897959,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2883,2011-07-09 01:00:00,fall,0,0,2,26.24,28.79,89,7.0015,5,48,53,0,7,9,1,Saturday,77.95,0,-2.55,0,0,0,0.6326530612244897,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2884,2011-07-09 02:00:00,fall,0,0,1,26.24,28.79,89,11.0014,12,43,55,0,7,9,2,Saturday,77.95,0,-2.55,0,0,0,0.6326530612244897,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2885,2011-07-09 03:00:00,fall,0,0,1,26.24,28.79,89,8.9981,7,23,30,0,7,9,3,Saturday,77.95,0,-2.55,0,0,0,0.6326530612244897,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2886,2011-07-09 04:00:00,fall,0,0,1,26.24,28.79,83,15.0013,2,4,6,0,7,9,4,Saturday,77.25,0,-2.55,0,0,0,0.6326530612244897,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2887,2011-07-09 05:00:00,fall,0,0,2,25.42,28.03,88,11.0014,4,11,15,0,7,9,5,Saturday,76.45,0,-2.61,0,0,0,0.6122448979591837,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2888,2011-07-09 06:00:00,fall,0,0,2,26.24,28.79,83,12.998,11,27,38,0,7,9,6,Saturday,77.25,0,-2.55,0,0,0,0.6326530612244897,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2889,2011-07-09 07:00:00,fall,0,0,1,27.06,30.305,78,12.998,21,50,71,0,7,9,7,Saturday,77.96,0,-3.25,0,0,0,0.6530612244897959,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2890,2011-07-09 08:00:00,fall,0,0,1,28.7,32.575,70,16.9979,68,114,182,0,7,9,8,Saturday,79.43,0,-3.88,0,0,0,0.6938775510204082,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2891,2011-07-09 09:00:00,fall,0,0,1,30.34,34.09,58,19.0012,77,170,247,0,7,9,9,Saturday,80.0,0,-3.75,0,0,0,0.7346938775510204,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2892,2011-07-09 10:00:00,fall,0,0,1,31.16,34.85,52,11.0014,87,177,264,0,7,9,10,Saturday,80.14,1,-3.69,0,0,0,0.7551020408163265,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2893,2011-07-09 11:00:00,fall,0,0,1,31.98,34.85,46,19.9995,101,189,290,0,7,9,11,Saturday,80.19,1,-2.87,0,0,0,0.7755102040816326,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2894,2011-07-09 12:00:00,fall,0,0,1,32.8,36.365,46,16.9979,145,221,366,0,7,9,12,Saturday,81.23,1,-3.57,0,0,0,0.7959183673469387,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2895,2011-07-09 13:00:00,fall,0,0,1,33.62,37.12,41,15.0013,167,249,416,0,7,9,13,Saturday,81.32,1,-3.5,0,0,0,0.8163265306122448,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2896,2011-07-09 14:00:00,fall,0,0,1,34.44,37.12,36,8.9981,158,215,373,0,7,9,14,Saturday,81.32,1,-2.68,0,0,0,0.836734693877551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2897,2011-07-09 15:00:00,fall,0,0,1,34.44,36.365,34,6.0032,182,220,402,0,7,9,15,Saturday,80.93,1,-1.93,0,0,0,0.836734693877551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2898,2011-07-09 16:00:00,fall,0,0,1,33.62,36.365,38,12.960873835125334,171,245,416,0,7,9,16,Saturday,80.75,1,-2.75,0,0,0,0.8163265306122448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2899,2011-07-09 17:00:00,fall,0,0,1,34.44,36.365,32,12.960873835125334,160,241,401,0,7,9,17,Saturday,80.53,1,-1.93,0,0,0,0.836734693877551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900,2011-07-09 18:00:00,fall,0,0,1,33.62,36.365,36,7.0015,132,246,378,0,7,9,18,Saturday,80.37,1,-2.75,0,0,0,0.8163265306122448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2901,2011-07-09 19:00:00,fall,0,0,1,31.16,34.85,55,11.0014,128,178,306,0,7,9,19,Saturday,80.64,1,-3.69,0,0,0,0.7551020408163265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2902,2011-07-09 20:00:00,fall,0,0,1,31.16,35.605,58,15.0013,129,185,314,0,7,9,20,Saturday,81.14,0,-4.44,0,0,0,0.7551020408163265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2903,2011-07-09 21:00:00,fall,0,0,1,30.34,34.09,58,11.0014,83,155,238,0,7,9,21,Saturday,80.0,0,-3.75,0,0,0,0.7346938775510204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2904,2011-07-09 22:00:00,fall,0,0,1,29.52,34.09,62,11.0014,60,154,214,0,7,9,22,Saturday,79.46,0,-4.57,0,0,0,0.7142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2905,2011-07-09 23:00:00,fall,0,0,1,29.52,33.335,58,12.998,47,93,140,0,7,9,23,Saturday,78.87,0,-3.82,0,0,0,0.7142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2906,2011-07-10 00:00:00,fall,0,0,1,28.7,32.575,61,11.0014,42,112,154,0,7,10,0,Sunday,78.16,0,-3.88,0,0,0,0.6938775510204082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2907,2011-07-10 01:00:00,fall,0,0,1,28.7,32.575,61,8.9981,19,94,113,0,7,10,1,Sunday,78.16,0,-3.88,0,0,0,0.6938775510204082,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2908,2011-07-10 02:00:00,fall,0,0,1,27.88,31.82,69,6.0032,28,68,96,0,7,10,2,Sunday,78.06,0,-3.94,0,0,0,0.673469387755102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2909,2011-07-10 03:00:00,fall,0,0,1,27.06,31.06,74,6.0032,6,19,25,0,7,10,3,Sunday,77.46,0,-4.0,0,0,0,0.6530612244897959,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2910,2011-07-10 04:00:00,fall,0,0,1,27.06,31.06,69,6.0032,0,5,5,0,7,10,4,Sunday,76.84,0,-4.0,0,0,0,0.6530612244897959,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2911,2011-07-10 05:00:00,fall,0,0,1,27.06,31.06,74,12.960873835125334,7,10,17,0,7,10,5,Sunday,77.46,0,-4.0,0,0,0,0.6530612244897959,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2912,2011-07-10 06:00:00,fall,0,0,1,26.24,29.545,78,6.0032,8,17,25,0,7,10,6,Sunday,76.66,0,-3.31,0,0,0,0.6326530612244897,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2913,2011-07-10 07:00:00,fall,0,0,1,28.7,32.575,70,6.0032,27,38,65,0,7,10,7,Sunday,79.43,0,-3.88,0,0,0,0.6938775510204082,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2914,2011-07-10 08:00:00,fall,0,0,1,29.52,34.09,66,12.960873835125334,27,65,92,0,7,10,8,Sunday,80.06,0,-4.57,0,0,0,0.7142857142857143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2915,2011-07-10 09:00:00,fall,0,0,1,30.34,34.85,66,6.0032,62,107,169,0,7,10,9,Sunday,81.26,0,-4.51,0,1,0,0.7346938775510204,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2916,2011-07-10 10:00:00,fall,0,0,1,31.16,34.85,55,8.9981,95,173,268,0,7,10,10,Sunday,80.64,1,-3.69,0,0,0,0.7551020408163265,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2917,2011-07-10 11:00:00,fall,0,0,1,31.98,36.365,55,12.998,110,177,287,0,7,10,11,Sunday,81.75,1,-4.39,0,0,0,0.7755102040816326,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2918,2011-07-10 12:00:00,fall,0,0,1,33.62,37.88,46,19.0012,133,244,377,0,7,10,12,Sunday,82.26,1,-4.26,0,0,0,0.8163265306122448,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2919,2011-07-10 13:00:00,fall,0,0,1,32.8,36.365,46,19.9995,139,228,367,0,7,10,13,Sunday,81.23,1,-3.57,0,0,0,0.7959183673469387,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2920,2011-07-10 14:00:00,fall,0,0,1,33.62,37.12,41,22.0028,122,227,349,0,7,10,14,Sunday,81.32,1,-3.5,0,0,0,0.8163265306122448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2921,2011-07-10 15:00:00,fall,0,0,1,34.44,37.12,39,19.0012,142,219,361,0,7,10,15,Sunday,81.92,1,-2.68,0,0,0,0.836734693877551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2922,2011-07-10 16:00:00,fall,0,0,1,34.44,37.88,41,19.0012,128,244,372,0,7,10,16,Sunday,82.31,1,-3.44,0,0,0,0.836734693877551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2923,2011-07-10 17:00:00,fall,0,0,1,34.44,37.12,36,15.0013,146,217,363,0,7,10,17,Sunday,81.32,1,-2.68,0,0,0,0.836734693877551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2924,2011-07-10 18:00:00,fall,0,0,1,33.62,37.12,43,19.0012,141,222,363,0,7,10,18,Sunday,81.7,1,-3.5,0,0,0,0.8163265306122448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2925,2011-07-10 19:00:00,fall,0,0,1,32.8,37.12,49,22.0028,120,183,303,0,7,10,19,Sunday,81.77,1,-4.32,0,0,0,0.7959183673469387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2926,2011-07-10 20:00:00,fall,0,0,1,31.16,34.85,55,12.998,101,167,268,0,7,10,20,Sunday,80.64,0,-3.69,0,0,0,0.7551020408163265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2927,2011-07-10 21:00:00,fall,0,0,1,30.34,34.09,62,16.9979,65,162,227,0,7,10,21,Sunday,80.63,0,-3.75,0,1,0,0.7346938775510204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2928,2011-07-10 22:00:00,fall,0,0,1,30.34,34.85,66,15.0013,56,87,143,0,7,10,22,Sunday,81.26,0,-4.51,0,1,0,0.7346938775510204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
